alerts,control_type,counter_bits,delay_ms,export_drop_prob,export_latency_ms,expressible,false_positive_rate,fault_type,interference_delay_ms,key_mode,keys_tracked,loss_prob,n_chunks,n_jobs,n_rounds,n_workers,observed_rounds,packets,per_packet_ops,precision,query,reason,recall,register_bytes,scaling_model,seed,sketch_width,state_entries,system,time_to_detection_ms,timeout_ms,window_size,workload
31,,819200,,,,True,0.62,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,11,,819200,sonata_windowed,0.0,20.0,,round_failure
31,,26624,,,,True,0.62,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,11,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,11,,,univmon,,20.0,,round_failure
33,,819200,,,,True,0.66,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,12,,819200,sonata_windowed,0.0,20.0,,round_failure
33,,26624,,,,True,0.66,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,12,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,12,,,univmon,,20.0,,round_failure
39,,819200,,,,True,0.78,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,13,,819200,sonata_windowed,0.0,20.0,,round_failure
39,,26624,,,,True,0.78,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,13,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,13,,,univmon,,20.0,,round_failure
36,,819200,,,,True,0.72,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,14,,819200,sonata_windowed,0.0,20.0,,round_failure
36,,26624,,,,True,0.72,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,14,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,14,,,univmon,,20.0,,round_failure
37,,819200,,,,True,0.74,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,15,,819200,sonata_windowed,0.0,20.0,,round_failure
37,,26624,,,,True,0.74,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,15,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,15,,,univmon,,20.0,,round_failure
23,,819200,,,,True,0.46,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,16,,819200,sonata_windowed,0.0,20.0,,round_failure
23,,26624,,,,True,0.46,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,16,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,16,,,univmon,,20.0,,round_failure
39,,819200,,,,True,0.78,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,17,,819200,sonata_windowed,0.0,20.0,,round_failure
39,,26624,,,,True,0.78,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,17,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,17,,,univmon,,20.0,,round_failure
31,,819200,,,,True,0.62,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,18,,819200,sonata_windowed,0.0,20.0,,round_failure
31,,26624,,,,True,0.62,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,18,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,18,,,univmon,,20.0,,round_failure
36,,819200,,,,True,0.72,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,19,,819200,sonata_windowed,0.0,20.0,,round_failure
36,,26624,,,,True,0.72,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,19,,25632,inc_aware,0.0,20.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,19,,,univmon,,20.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,0,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,0,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,0,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,1,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,1,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,1,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,2,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,2,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,2,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,3,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,3,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,3,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,4,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,4,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,4,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,5,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,5,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,5,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,6,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,6,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,6,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,7,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,7,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,7,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,8,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,8,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,8,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,9,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,9,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,9,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,10,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,10,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,10,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,11,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,11,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,11,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,12,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,12,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,12,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,13,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,13,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,13,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,14,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,14,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,14,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,15,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,15,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,15,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,16,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,16,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,16,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,17,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,17,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,17,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,18,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,18,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,18,,,univmon,,50.0,,round_failure
0,,819200,,,,True,0.0,healthy_bursty,,,819200,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,102400,workers*chunks expected-set bitmap,19,,819200,sonata_windowed,0.0,50.0,,round_failure
0,,26624,,,,True,0.0,healthy_bursty,,,25632,,25600,1,50,32,,40960000,2,0.0,Q4,,0.0,3328,active-round worker counters + chunk bitmap,19,,25632,inc_aware,0.0,50.0,,round_failure
,,,,,,False,,healthy_bursty,,,,,25600,1,50,32,,40960000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,19,,,univmon,,50.0,,round_failure
29,,520,,0.25,50.0,True,,,20.0,,8,,25600,2,50,8,,20480000,2,0.483,Q5,,0.737,65,window_size downstream correlation state,0,,16,sonata_external_windowed,150.0,,8,interference
29,,520,,0.0,0.0,True,,,20.0,,8,,25600,2,50,8,,20480000,2,0.483,Q5,,0.737,65,INC job-round correlation window,0,,16,inc_aware,100.0,,8,interference
,,,,,,False,,,20.0,,,,25600,2,50,8,,20480000,,,Q5,Cross-stream correlation requires a statistical operator (Pearson) outside Sonata's native operator set.,,,not expressible,0,,,sonata,,,8,interference
,,,,,,False,,,20.0,,,,25600,2,50,8,,20480000,,,Q5,"Cross-stream correlation over per-round latencies requires timestamp tracking, which is outside the sketch abstraction.",,,not expressible,0,,,univmon,,,8,interference
27,,520,,0.25,50.0,True,,,20.0,,8,,25600,2,50,8,,20480000,2,0.481,Q5,,0.722,65,window_size downstream correlation state,1,,16,sonata_external_windowed,150.0,,8,interference
30,,520,,0.0,0.0,True,,,20.0,,8,,25600,2,50,8,,20480000,2,0.467,Q5,,0.778,65,INC job-round correlation window,1,,16,inc_aware,100.0,,8,interference
,,,,,,False,,,20.0,,,,25600,2,50,8,,20480000,,,Q5,Cross-stream correlation requires a statistical operator (Pearson) outside Sonata's native operator set.,,,not expressible,1,,,sonata,,,8,interference
,,,,,,False,,,20.0,,,,25600,2,50,8,,20480000,,,Q5,"Cross-stream correlation over per-round latencies requires timestamp tracking, which is outside the sketch abstraction.",,,not expressible,1,,,univmon,,,8,interference
23,,520,,0.25,50.0,True,,,20.0,,8,,25600,2,50,8,,20480000,2,0.478,Q5,,0.688,65,window_size downstream correlation state,2,,16,sonata_external_windowed,225.0,,8,interference
29,,520,,0.0,0.0,True,,,20.0,,8,,25600,2,50,8,,20480000,2,0.448,Q5,,0.812,65,INC job-round correlation window,2,,16,inc_aware,175.0,,8,interference
